5.386615764017965713e-02,-6.792108149724326860e-02,-7.452481229169896637e-02,-9.224950268595580316e-02,4.798420965218180845e-02,2.127573839027714284e-02,-2.659517679943229282e-02,-8.112839442039988802e-02,-1.754506160371262918e-02,-1.877651991743011992e-02,-7.114786706148673590e-02,-7.730387172118621461e-03,-2.455137129222675560e-02,-6.316567895718400638e-04,-1.551102470031958669e-01
1.128545878375686838e-02,-9.366117320524879400e-03,-1.698041562347627625e-02,1.992908076469429232e-02,3.392493200454631957e-03,2.209881945182469443e-02,-2.508464919630770326e-02,-3.270386766900548834e-03,-8.072216089213362505e-03,1.129674979596724353e-02,-1.202334940041804683e-02,6.616523974488152521e-03,-3.064903316220881496e-02,-4.531746163327789352e-03,1.046213247549313344e-02
8.459217847923432634e-03,-1.622335505758863705e-02,1.812152763031040642e-02,1.306462282354169330e-03,-1.843423121430413925e-02,-1.781835407866847951e-02,-4.759973432230218439e-03,1.884284384648859164e-03,-1.016306337854989278e-02,1.340345349288340170e-02,-2.877634418033995015e-03,-2.521882678204333001e-03,-5.573151902394754553e-03,1.715021239523452021e-03,1.117921229211371473e-03
1.898700832007165981e-02,3.280524583033350011e-02,1.622994947820861553e-02,-4.440265255601083538e-02,4.454535143061258938e-03,2.329579976089386772e-02,-1.018786775144793141e-02,-6.139591367660499066e-03,-1.764333419561155136e-02,9.276872575761943573e-02,1.916488413866531196e-02,-3.072089258472039675e-02,1.304412027895728542e-02,4.613565853037437242e-02,1.263976637656355657e-02
3.215044432391217510e-02,2.213222789721377287e-02,-1.460656546503426474e-02,-1.015354583683075393e-02,-1.833286615718538598e-02,-3.628148811997003800e-03,1.294370632370468906e-03,1.068296391533999842e-02,-2.495490976487925797e-02,-2.213127163258334085e-02,-8.827680115088200330e-03,-2.387723786516711758e-02,-9.785038888660235051e-03,-6.025309136023471873e-02,2.934641198785874552e-02
1.540050200463329716e-02,-4.970080534544425417e-04,1.817708340581518410e-03,5.986976136681919358e-02,5.106229130321072313e-02,2.473339031163469467e-02,8.112176152146464980e-02,4.930856142084343030e-02,-1.088377095167291676e-02,-6.744566445915572278e-03,-6.593634484931711059e-02,7.876598113067873053e-03,-4.500221776313390737e-02,1.038590825795598777e-01,4.573959039188146142e-02
7.673546974808635561e-03,-7.069104253861729914e-03,-1.915312664905959895e-03,2.415778845964856869e-02,1.202779471523018548e-02,5.296147380586349943e-03,4.321345198173445062e-02,1.432224641185978094e-02,4.500703250247473086e-02,6.234975021196229039e-02,-3.382157141924729826e-02,-1.903995402903692000e-02,2.827007379687935043e-02,-5.857368742555138508e-02,-1.174644615234396450e-02
9.465283490234845457e-03,-7.311061454948523074e-04,-8.717528496394097697e-04,1.373590884643440153e-02,1.314618001784834816e-02,2.941805941688222306e-02,-2.422852100590226071e-02,4.980741038036696350e-02,-1.803245443926656394e-02,3.144980681996518285e-02,5.147574386873206287e-02,7.058486435897108613e-02,1.136692689425368484e-03,-1.886417046779749127e-02,-1.605131584101603809e-02
6.180110713448544978e-03,1.738020821890151266e-02,2.247303380079445148e-02,9.530982618049575836e-04,2.347755514086403636e-02,-1.920605662924034646e-02,-2.168388053093186704e-02,2.592316071955550784e-03,5.606848179585489055e-03,-8.872345179746103649e-03,-2.105841642359404520e-02,2.500911665636265917e-03,-1.063568766926680474e-02,-1.444394200504931338e-03,-1.574326694838416169e-02
4.680980605935385758e-02,3.290817174944223739e-02,-2.927714814930196252e-02,-2.828955063356339630e-02,-3.443931183302018084e-02,-2.994804991072963930e-03,2.034994315204998946e-02,-2.598132143570457131e-02,-1.789624721353757011e-02,-1.687414072757716793e-02,-3.668183532283100790e-02,1.786685444641136766e-02,-4.628545144440216266e-03,-2.020490321948020807e-02,-7.235107085373404523e-02
