9.388265164698905707e-02,-8.122680707815110868e-02,1.761033811351978007e-02,4.989407968780989328e-02,6.982417740755354763e-02,1.681909997454517081e-01,1.394590348729871088e-01,-1.772293897521663164e-01,5.861611478568160005e-02,7.018652249113422892e-01,-3.774642505238056667e-01,-4.861290244754949696e-03,2.431153111788748877e-01,9.783279037220120322e-02,-2.033614791758836006e-03
1.463351458137388539e-01,1.161599154814475371e-01,3.101290605102713371e-01,-5.685141289714321089e-02,1.765502159896022438e-01,-4.462375057624988484e-02,-2.567513966162821015e-01,-1.757435978922501918e-01,-1.412884443808717916e-02,1.907744726756286924e-01,1.040359127355280355e-01,4.501627429085173770e-01,-2.372544301791103538e-01,6.856981167436530800e-02,1.157866322963788941e-01
1.189703931092941369e-01,3.841945328014906846e-01,1.267623489369717471e-01,6.396925868043284308e-03,-6.834862867647956142e-02,9.847282367662842095e-02,2.802910524237379186e-01,3.316040343647418953e-01,-1.602626976455880786e-03,-6.320551536139668025e-03,-3.901519142675623220e-02,-2.219863478660299705e-01,1.083617273296390293e-02,8.968481201390451907e-02,-2.406105008801533440e-01
1.883374907088134209e-01,2.022441158293997454e-01,-3.296171234815584716e-01,-1.749988069962233120e-02,-1.052261728017868797e-01,2.740515922702369545e-01,-3.438093914322895017e-01,6.589252403729964347e-02,-1.554414037785973868e-01,-1.725499328748855699e-02,-1.891778565867008877e-01,1.318542642198756130e-02,-1.657753484500503749e-01,-7.601046269077180173e-02,-5.553030846398041009e-02
1.792409461963621053e-01,2.708812390107064316e-01,-5.013669284593860048e-02,-1.100968086139997165e-01,-8.117072621919506348e-02,2.869785485672222136e-01,1.144605504497646364e-01,-9.432872484838239480e-02,1.753091505993615781e-02,9.687886590303840251e-03,4.403992175687932442e-01,-1.486662681002615116e-01,8.274180021555306574e-02,2.114919101898687370e-01,6.497988364027887376e-02
8.603049406581236846e-02,4.268198309615871544e-01,3.682408398743630684e-01,1.063727205248118056e-02,-1.682028576261695996e-01,-2.121878429410615774e-01,8.905937734904592618e-02,7.221968450431257014e-03,-1.121326124205232200e-01,5.227173527355688520e-09,-2.345054632267412897e-01,6.237130234703306547e-02,8.974819749201208563e-02,4.863622117169303510e-02,-7.330550782857694903e-02
1.812628137058047706e-01,-9.179674176710536648e-02,2.492589733635597049e-01,-2.270382867077168632e-01,3.645368926568522960e-01,1.287510164671841657e-02,-2.060192817899215711e-01,2.493737741204525016e-01,-2.580017973115981966e-02,3.427051043911807926e-02,2.695644422689644215e-02,-1.911740225335817611e-01,1.839697659565683874e-01,6.438079246815107959e-02,2.156261574190744199e-02
1.130489520945220094e-01,-5.713062501951091110e-02,6.020960781717532573e-02,2.043810972922298907e-01,6.983734752845344174e-02,2.812270436259797224e-01,2.758119725859491389e-01,-3.271682149864004741e-01,2.524795530429672086e-01,3.649375837892758490e-02,-1.915632672867708941e-01,-2.407927079292501160e-01,-1.108351674667207298e-01,4.886117527379575665e-02,1.759972925406213529e-01
9.345658423018861349e-02,8.991901204843733009e-02,1.079801394617234123e-01,1.977562854296837924e-01,8.964826031190099853e-02,1.021708224195696790e-01,3.774246275300852660e-01,3.576684869241860132e-01,-2.579171315069231918e-01,2.092070432687220816e-01,2.327554701544183036e-01,1.760883214904430116e-01,-1.567638483626527801e-01,-2.627293458486146260e-01,1.989126429365532800e-01
2.681811511543151783e-01,1.364790797487311913e-01,-2.415628941389089124e-01,2.390779969089799548e-02,6.984029148709973434e-02,-1.372219749096864061e-01,1.928510946693473838e-01,3.146012943609286655e-02,1.423328524693307229e-01,1.003308559332414251e-01,2.304915624104044158e-01,9.718287093048530445e-02,-1.669485921144681084e-01,-1.012820019546366301e-01,-7.034706456310297652e-03
